,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
318,sanjay22021,,,133,19,2948,900,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Adarniya PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.

Grateful to the people for this massive mandate. https://t.co/3fKsbUsoXt",['AssamMunicipalElection']
319,ethiccitizen,"Startup investor , economist, engineer. Don’t troll me ! bet I can beat u in ur game.",,78,25,26396,0,@PiyushGoyal @narendramodi Whatever is left in this nation ! Modi will sell in his remaining years.,[]
320,Sapna800931,जय श्री राम 🙏😍,,622,1394,22514,129,"Congratulations to @BJP4Assam on the  glorious victory in the Municipal elections2022. This is the testimony of the dynamic  leadership of HCM Dr @himantabiswa ji in bringing about  all round development in Assam.
#MunicipalElection2022Assam
@narendramodi https://t.co/c3pnX4ruwO",[]
321,Sapna800931,जय श्री राम 🙏😍,,622,1394,22514,131,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Hon'ble PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.
#AssamMunicipalResults
#ModiHaiToMumkinHai 
@blsanthosh https://t.co/Wqcl8KLW0f",['AssamMunicipalElection']
322,Cvitvit1,"Indian,hindu, bjp volunteer, Nation First Views are Personal | RTs are not endorsments, seva hi sangathan,",India,1223,871,30662,1,"https://t.co/zVRf4VGETy
Through #DigitalIndia revolution like UPI and rupay designed by Modiji govt as tool for digital front to India safeguard itself from the situation Russia is currently grappling",['DigitalIndia']
323,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187363,0,"@nitin_gadkari @narendramodi I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
324,Mrahman_124,Social worker,"Guwahati, India",1572,279,5004,0,"@cmpatowary @BJP4Assam @BJP4India @narendramodi @himantabiswa CHANDRA MOHAN PATOWARY SIR ZINDABAD
BJP ZINDABAD",[]
325,KatakiManisha,,,1685,2086,25697,12,BJP recorded a massive win in the #AssamMunicipalResults. The Congress has been completely decimated in the election.The landslide victory reflects the full support &amp;confidence of Assamese people in the good governance &amp;Act East policy of PM @narendramodi Ji. https://t.co/zaPlV4hSZa,['AssamMunicipalResults']
326,jarun_1980,Always #Thalaivar fan,,2790,2483,65174,2616,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
327,Abhishe87860842,,,1262,310,75575,2084,"I bow my head in gratitude to the people of Assam for the thumping victory of candidates from @BJP4Assam &amp; its allies in the municipal elections.

The victory reflects the public trust on our alliance guided by the visionary leadership of Adarniya PM Shri @narendramodi ji. https://t.co/AU5nOSDwfc",[]
328,manyu_ritemso,"Ritemso Manyu, State General Secretary BJYM Arunachal Pradesh",,289,165,1222,0,"Heartiest congratulations to all the #BJPAssamPradesh karyakartas &amp; senior party  leaders who worked tirelessly unravelling the development ideals of Hon'ble PM @narendramodi Ji.

This historic mandate will give new Assam and growth.
#ThankYouAssam 
@BJP4Arunachal @BJYM https://t.co/1006IrOeBP","['BJPAssamPradesh', 'ThankYouAssam']"
329,singhnitishkum6,Student,,66,16,1357,7,"Online classes for the whole year and offline exams at the end. Agr itna he tha tho poore saal offline classes lete na humne kab mna kiya tha. #cancelexams2022
#cancelboardexams2022
@ShashiTharoor
@jameelsjam
@narendramodi
@nabhit_kapur
#InternalAssessmemtForAll2022
#cancelexams",[]
330,mahen97564961,Jai hind,,394,177,6337,129,"Congratulations to @BJP4Assam on the  glorious victory in the Municipal elections2022. This is the testimony of the dynamic  leadership of HCM Dr @himantabiswa ji in bringing about  all round development in Assam.
#MunicipalElection2022Assam
@narendramodi https://t.co/c3pnX4ruwO",[]
331,PujaKum71156655,,"Patna, India",940,953,32271,255,"PM @narendramodi Ji has brought significant changes for the development of the Maritime field. 

`Whenever I visit China or Pakistan, people tell her that India’s PM is a strong leader': India’s first woman Captain of the Merchant Navy, Captain Radhika Menon. https://t.co/noyM70wkwo",[]
332,bouquet1416,फोलो /फोलो बैक न मिलनेका एक ही कारण हो सकता है “ लिमिट बैन “ माफ करना 🙏🏻,,4992,3658,417262,136,"PM Shri @narendramodi ji's government is dedicated to the interest of farmers.

More than 1 crore farmers across the country got Rs 1.42 lakh crore from the purchase of paddy at MSP.

#AatmaNirbharKrishi https://t.co/rxZmkPVek0",[]
333,TarunVisser,"I as sanatani drink gaye mutter, any problem?",European Union,197,61,2993,18,"What has happened since @narendramodi came to power 

1. Middlemen/ Dalaal have disappeared. 

2. Scams have disappeared. 

3. Bomb Attacks across India stopped. 

4. Indian Mujahideen inactive or dead. 

5. Countless Nationalist Social Media channels, books getting prominence.",[]
334,SeethapathiraoB,Tax Consultant,,3,3,7,0,"@nsitharaman @narendramodi_in @GST_Council @Infosys_GSTN, Namaskar. Request for waiver of late fee on GSTR-9/9C for the year 2019-20.Most of the taxpayers are unable to file due to late of filing I.T.returns due to COVID-19 problem. Late fee generated in GSTN PORTAL. It's burden.",[]
335,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187363,0,"@nitin_gadkari @narendramodi I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
336,bixhyee,lazy,,6,2,5,0,@himantabiswa @BJP4Assam @narendramodi But all you care is about your god damn elections ffs,[]
337,Shrikant_STPIB,Software Technology Parks of India Bengaluru-STPIB,"Bengaluru, India",230,401,215183,31,"Knw abt  #OperationGanga :

•Ovr 20,000 Indian students stuck in #Ukraine.
•Rescued in Less thn 21 days.
•8 High level Meetings
•11 rounds of High level talks wd #World leaders. 

What it means :
#NewIndia under PM @narendramodi will reach evry indian in harms way ALWAYS","['OperationGanga', 'Ukraine']"
338,mahen97564961,Jai hind,,394,177,6337,131,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Hon'ble PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.
#AssamMunicipalResults
#ModiHaiToMumkinHai 
@blsanthosh https://t.co/Wqcl8KLW0f",['AssamMunicipalElection']
339,Lawrenc38149178,Music,,288,57,601,27,"Pakistan's Asma Shafique thanks the Indian embassy in Kyiv and PM @narendramodi  for evacuating her.

Shas been rescued by Indian authorities and is enroute to Western #Ukraine for further evacuation out of the country. She will be reunited with her family soon @annamalai_k https://t.co/moXNcskJDZ",[]
340,AdityaThakurAD9,"ADVOCATE, HIGH COURT

युवा नेतृत्व,भारतीय जनता पार्टी https://t.co/4t5s4WiNCv",Delhi/Himanchal/India,2526,675,33036,53,"Best of luck to all the candidates of @BJP4Manipur for the results tomorrow. I will be praying for your success.

#ManipurElections2022 #ManipurElectionResults

@BJP4India @narendramodi  @JPNadda @NBirenSingh @byadavbjp @sambitswaraj @PratimaBhoumik @BiswajitThongam https://t.co/BlBScx1o7e",[]
341,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187363,0,"@sambitswaraj @narendramodi I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
342,ca_maxi17,"Indian | Chartered Accountant | Farmer | Kankrejian | Bakul's Brother | Executive Member, Kisan Morcha, @bjp4gujarat ...
https://t.co/6erKywE9xM","Ahmadabad City, India",520,413,3249,119,"Union Cabinet under the leadership of PM Shri @narendramodi ji approves establishment of WHO Global Centre for Traditional Medicine in Jamnagar, Gujarat.

#CabinetDecisions https://t.co/r13JnVX4r3",[]
343,sudhaseet,Entrepreneur | OIL HYDRAULICS | Ultra Nationalist | RT's not endorsement | DM's Welcome | Gives back More than what I Get | Hate the Italian Family |,Maharashtra,442,79,3743,0,"Women voters are the most judicious.
They came to a conclusion that the man in Chair @myogiadityanath n @narendramodi have no dynastic ambitions.
The connection of #pmnarendramodi n #YogiAdityanath with the women voters including those Muslim women voter have","['pmnarendramodi', 'YogiAdityanath']"
344,Learnomatic_1,"Begin your journey of exploration with LEARNOMATIC!!
Let's Explore!",,8,29,3170,26,"#OnlineExamForAllSemestersOfDU This is unfair with 4th and 6th Semester students as it is difficult for them to come in Mid Semester and settled in Delhi in such short time . We lost almost 20 days in came to Delhi, find PGs ,etc @ugc_india @UnivofDelhi @msisodia @narendramodi https://t.co/PhKRDJ9T1h",['OnlineExamForAllSemestersOfDU']
345,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187363,0,"@sambitswaraj @narendramodi I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
346,roshovani,Founder Brevity® (Publishing Platform) ΙΙ 🎙Host : #debattle @TwitterSpaces,"London, England",2750,4346,130440,0,@Rajesh201963 @narendramodi @RajKSinghIndia @PMOIndia @SolarEnergyInd @isolaralliance @ISPA_SunPower @mnreindia Ok thanks much 🙏,[]
347,exalted_jupiter,| Time Lord⏰ | Law-Giver & Law🧑‍⚖️ | Justice-Maintainer⚖️ | Journalism✍️ | Prose & Poetry🖋️ | Comm📡 | Psychology🧠 | Singing🎙️🎶 | Yoga🧘 | Astrology✨💫🔯 |,From Jupiter🔼 | Instated To🌐,118,245,64786,1,"""Truly applauding and commendable efforts by the Government of India—under the auspicious leadership of Prime Minister @narendramodi—to help people of Afghanistan!""
""Best wishes to Minister for variety of portfolios, @PiyushGoyal!""
""😊👏💐👍""
— Syed Shahid Ali (@exalted_jupiter) https://t.co/qzH5k6vM90",[]
348,ankitjain2111,,,653,170,29938,694,Touched to receive these thoughtful greetings from ⁦@narendramodi⁩ ji. He is always gracious in making these gestures of courtesy &amp; kindness. 🙏 https://t.co/rdueFugZbN,[]
349,Ajay51830120,"Retired Person, Hate Communalism, Deadly Against Crony Capitalism, Stand
For Humanity, Love All Living Creatures But Not Monsters With Human Face",,1425,990,63565,2,"#जनता_माँगे_जवाब

Union Govt Led By Mr. @narendramodi
Must Answer On  This 👇🏻

How Our (Tax Payers $ I Billion) Money
Been Allowed, Under The Nose Of The Govt, To Be Drained From Banks...?

What Did Govt's Law Enforcement Agencies Do So Far ?? https://t.co/x8ybmzhn1H",['जनता_माँगे_जवाब']
350,Mrahman_124,Social worker,"Guwahati, India",1572,279,5004,9,"The thumping victory of the candidates of @BJP4Assam &amp; its allies in the Assam #MunicipalElections once again proved the unlimited affection &amp; confidence of the people in @BJP4India, HPM Sri @narendramodi Ji &amp; HCM Dr. @himantabiswa Dangoriya. https://t.co/76pFDN4DSy",['MunicipalElections']
351,TRanjithBJP,"🇮🇳 Nationalist, Social Activists, Tamilan, Indian, Athlet, Parent, Pet Lover, Anti Dravidian.","Erode, TamilNadu",304,167,1054,2616,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
352,ManjiniElumala2,நான் ஒரு சுயம்சேவாக்,முன்னூர்(கிராம்) ,2150,1225,48923,900,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Adarniya PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.

Grateful to the people for this massive mandate. https://t.co/3fKsbUsoXt",['AssamMunicipalElection']
353,AAP__Neeraj,,,22,23,1065,7,"Hence Proved #NarendraModi  is coward

#DarGayiBJP https://t.co/S6nCSRWiGb","['NarendraModi', 'DarGayiBJP']"
354,raam_thakur,"𝗕𝗝𝗣 𝗜𝗧,𝗖𝘆𝗯𝗲𝗿 𝗬𝗼𝗱𝗱𝗵𝗮,𝗥𝗦𝗦 𝗩𝗼𝗹𝘂𝗻𝘁𝗲𝗲𝗿,𝗦𝗶𝗻𝗴𝗲𝗿,𝗦𝗼𝗰𝗶𝗮𝗹 𝗠𝗲𝗱𝗶𝗮 𝗘𝘅𝗽𝗲𝗿𝘁,Tweets Personal,RTs is not Endorsement.",Delhi/Lucknow/Bareilly,4550,13197,171466,39,"Infrastructure development gets big boost. 

Cabinet led by PM @NarendraModi ji clears setting up of National Land Monetization Corporation.

It will help monetise unused &amp; under-used assets &amp; create substantial revenue. https://t.co/QaQRIrGHRS",[]
355,AAP__Neeraj,,,22,23,1065,20,"56 inch Prachaar Modi, fearing defeat in #MCDElections, stopped it altogether.  Woh Modi woh 
@narendramodi
@BJP4Delhi 
#DarGayiBJP",['MCDElections']
356,raam_thakur,"𝗕𝗝𝗣 𝗜𝗧,𝗖𝘆𝗯𝗲𝗿 𝗬𝗼𝗱𝗱𝗵𝗮,𝗥𝗦𝗦 𝗩𝗼𝗹𝘂𝗻𝘁𝗲𝗲𝗿,𝗦𝗶𝗻𝗴𝗲𝗿,𝗦𝗼𝗰𝗶𝗮𝗹 𝗠𝗲𝗱𝗶𝗮 𝗘𝘅𝗽𝗲𝗿𝘁,Tweets Personal,RTs is not Endorsement.",Delhi/Lucknow/Bareilly,4550,13197,171466,38,"India's ancient wisdom in global spotlight.

World's first &amp; only WHO Global Centre for Traditional Medicine to be set up in Gujarat.

Cabinet led by PM @NarendraModi ji approves setting up of centre to spread the power of our age-old medicine system.

📖 https://t.co/N8YAx1rCbm https://t.co/T02ldmJgvx",[]
